directory, treatment, target, newcov,  oldcov, newtssize, origtsize
/scratch/alipour/replica2/src/7/4/half_swarm,half_swarm,28602,10,16,546,1612
/scratch/alipour/replica2/src/7/5/half_swarm,half_swarm,7154,7,27,534,1612
/scratch/alipour/replica2/src/7/6/half_swarm,half_swarm,18232,24,33,539,1612
/scratch/alipour/replica2/src/7/7/no_swarm,no_swarm,27224,112,2,497,1612
/scratch/alipour/replica2/src/7/7/half_swarm,half_swarm,27224,1,2,557,1612
/scratch/alipour/replica2/src/7/8/no_swarm,no_swarm,19621,5,2,532,1612
/scratch/alipour/replica2/src/7/8/half_swarm,half_swarm,19621,0,2,555,1612
/scratch/alipour/replica2/src/7/9/half_swarm,half_swarm,29727,0,7,549,1612
/scratch/alipour/replica2/src/7/10/half_swarm,half_swarm,29731,4,7,534,1612
/scratch/alipour/replica2/src/7/11/no_swarm,no_swarm,17301,456,13,458,1612
/scratch/alipour/replica2/src/7/11/half_swarm,half_swarm,17301,27,13,521,1612
/scratch/alipour/replica2/src/7/12/no_swarm,no_swarm,7677,0,5,521,1612
/scratch/alipour/replica2/src/7/12/half_swarm,half_swarm,7677,1,5,510,1612
/scratch/alipour/replica2/src/7/13/no_swarm,no_swarm,25073,1,2,565,1612
/scratch/alipour/replica2/src/7/13/half_swarm,half_swarm,25073,2,2,894,1612
/scratch/alipour/replica2/src/7/14/no_swarm,no_swarm,18780,141,10,823,1612
/scratch/alipour/replica2/src/7/14/half_swarm,half_swarm,18780,8,10,783,1612
/scratch/alipour/replica2/src/7/15/no_swarm,no_swarm,15631,142,17,712,1612
/scratch/alipour/replica2/src/7/15/half_swarm,half_swarm,15631,11,17,761,1612
/scratch/alipour/replica2/src/7/16/no_swarm,no_swarm,20556,74,18,759,1612
/scratch/alipour/replica2/src/7/16/half_swarm,half_swarm,20556,16,18,788,1612
/scratch/alipour/replica2/src/7/17/no_swarm,no_swarm,12662,766,24,773,1612
/scratch/alipour/replica2/src/7/17/half_swarm,half_swarm,12662,30,24,754,1612
/scratch/alipour/replica2/src/7/18/half_swarm,half_swarm,15670,7,3,793,1612
/scratch/alipour/replica2/src/7/19/half_swarm,half_swarm,22009,6,8,798,1612
/scratch/alipour/replica2/src/7/20/no_swarm,no_swarm,2701,111,12,648,1612
/scratch/alipour/replica2/src/7/20/half_swarm,half_swarm,2701,7,12,724,1612
/scratch/alipour/replica2/src/7/21/half_swarm,half_swarm,18097,34,33,791,1612
/scratch/alipour/replica2/src/7/22/half_swarm,half_swarm,7439,8,16,782,1612
/scratch/alipour/replica2/src/7/23/half_swarm,half_swarm,20152,0,2,750,1612
/scratch/alipour/replica2/src/7/24/no_swarm,no_swarm,7039,37,51,596,1612
/scratch/alipour/replica2/src/7/24/half_swarm,half_swarm,7039,24,51,774,1612
/scratch/alipour/replica2/src/7/25/no_swarm,no_swarm,8002,33,18,778,1612
/scratch/alipour/replica2/src/7/25/half_swarm,half_swarm,8002,6,18,769,1612
/scratch/alipour/replica2/src/7/26/no_swarm,no_swarm,20012,59,14,767,1612
/scratch/alipour/replica2/src/7/26/half_swarm,half_swarm,20012,9,14,766,1612
/scratch/alipour/replica2/src/7/27/half_swarm,half_swarm,20664,11,10,784,1612
/scratch/alipour/replica2/src/7/28/no_swarm,no_swarm,18137,12,7,595,1612
/scratch/alipour/replica2/src/7/28/half_swarm,half_swarm,18137,3,7,749,1612
/scratch/alipour/replica2/src/7/29/half_swarm,half_swarm,20820,5,4,779,1612
/scratch/alipour/replica2/src/7/30/half_swarm,half_swarm,21558,3,6,782,1612
/scratch/alipour/replica2/src/7/31/no_swarm,no_swarm,19196,64,9,338,1612
/scratch/alipour/replica2/src/7/31/half_swarm,half_swarm,19196,3,9,685,1612
/scratch/alipour/replica2/src/7/32/half_swarm,half_swarm,30912,4,4,788,1612
/scratch/alipour/replica2/src/7/33/half_swarm,half_swarm,16412,2,3,783,1612
/scratch/alipour/replica2/src/7/34/no_swarm,no_swarm,18960,43,17,734,1612
/scratch/alipour/replica2/src/7/34/half_swarm,half_swarm,18960,5,17,775,1612
/scratch/alipour/replica2/src/7/35/half_swarm,half_swarm,15653,6,6,999,1612
/scratch/alipour/replica2/src/7/36/half_swarm,half_swarm,7445,23,42,991,1612
/scratch/alipour/replica2/src/7/37/no_swarm,no_swarm,7864,83,34,741,1612
/scratch/alipour/replica2/src/7/37/half_swarm,half_swarm,7864,14,34,637,1612
/scratch/alipour/replica2/src/7/38/half_swarm,half_swarm,14007,0,2,808,1612
/scratch/alipour/replica2/src/7/39/no_swarm,no_swarm,27767,238,3,755,1612
/scratch/alipour/replica2/src/7/39/half_swarm,half_swarm,27767,1,3,811,1612
/scratch/alipour/replica2/src/7/40/no_swarm,no_swarm,13147,13,2,701,1612
/scratch/alipour/replica2/src/7/40/half_swarm,half_swarm,13147,2,2,808,1612
/scratch/alipour/replica2/src/7/41/no_swarm,no_swarm,25136,3,2,784,1612
/scratch/alipour/replica2/src/7/41/half_swarm,half_swarm,25136,0,2,789,1612
/scratch/alipour/replica2/src/7/42/no_swarm,no_swarm,16245,83,5,672,1612
/scratch/alipour/replica2/src/7/42/half_swarm,half_swarm,16245,7,5,802,1612
/scratch/alipour/replica2/src/7/43/no_swarm,no_swarm,13488,34,3,637,1612
/scratch/alipour/replica2/src/7/43/half_swarm,half_swarm,13488,1,3,798,1612
/scratch/alipour/replica2/src/7/44/no_swarm,no_swarm,19198,61,9,379,1612
/scratch/alipour/replica2/src/7/44/half_swarm,half_swarm,19198,4,9,798,1612
/scratch/alipour/replica2/src/7/45/no_swarm,no_swarm,20149,70,4,785,1612
/scratch/alipour/replica2/src/7/45/half_swarm,half_swarm,20149,7,4,757,1612
/scratch/alipour/replica2/src/7/46/no_swarm,no_swarm,9389,44,3,510,1612
/scratch/alipour/replica2/src/7/46/half_swarm,half_swarm,9389,2,3,673,1612
/scratch/alipour/replica2/src/7/47/no_swarm,no_swarm,16458,115,3,513,1612
/scratch/alipour/replica2/src/7/47/half_swarm,half_swarm,16458,1,3,800,1612
/scratch/alipour/replica2/src/7/48/half_swarm,half_swarm,29797,4,7,809,1612
/scratch/alipour/replica2/src/7/49/half_swarm,half_swarm,30913,2,4,799,1612
/scratch/alipour/replica2/src/8/0/no_swarm,no_swarm,24642,87,10,830,2478
/scratch/alipour/replica2/src/8/0/half_swarm,half_swarm,24642,8,10,815,2478
/scratch/alipour/replica2/src/8/1/half_swarm,half_swarm,7639,21,36,766,2478
/scratch/alipour/replica2/src/8/2/half_swarm,half_swarm,20725,1,4,800,2478
/scratch/alipour/replica2/src/8/3/no_swarm,no_swarm,17973,250,27,467,2478
/scratch/alipour/replica2/src/8/3/half_swarm,half_swarm,17973,16,27,778,2478
/scratch/alipour/replica2/src/8/4/no_swarm,no_swarm,20635,6,6,786,2478
/scratch/alipour/replica2/src/8/4/half_swarm,half_swarm,20635,5,6,807,2478
/scratch/alipour/replica2/src/8/5/no_swarm,no_swarm,6991,19,21,821,2478
/scratch/alipour/replica2/src/8/5/half_swarm,half_swarm,6991,9,21,814,2478
/scratch/alipour/replica2/src/8/6/half_swarm,half_swarm,7877,20,45,818,2478
/scratch/alipour/replica2/src/8/7/no_swarm,no_swarm,21094,98,61,666,2478
/scratch/alipour/replica2/src/8/7/half_swarm,half_swarm,21094,25,61,802,2478
/scratch/alipour/replica2/src/8/8/no_swarm,no_swarm,7465,30,42,778,2478
/scratch/alipour/replica2/src/8/8/half_swarm,half_swarm,7465,21,42,800,2478
/scratch/alipour/replica2/src/8/9/half_swarm,half_swarm,18352,4,7,805,2478
/scratch/alipour/replica2/src/8/10/half_swarm,half_swarm,19973,17,31,815,2478
/scratch/alipour/replica2/src/8/11/no_swarm,no_swarm,18390,728,79,814,2478
/scratch/alipour/replica2/src/8/11/half_swarm,half_swarm,18390,57,79,797,2478
/scratch/alipour/replica2/src/8/12/no_swarm,no_swarm,29775,86,10,799,2478
/scratch/alipour/replica2/src/8/12/half_swarm,half_swarm,29775,1,10,782,2478
/scratch/alipour/replica2/src/8/13/no_swarm,no_swarm,10018,75,8,811,2478
/scratch/alipour/replica2/src/8/13/half_swarm,half_swarm,10018,4,8,802,2478
/scratch/alipour/replica2/src/8/14/half_swarm,half_swarm,15897,13,19,799,2478
/scratch/alipour/replica2/src/8/15/no_swarm,no_swarm,28598,7,3,539,2478
/scratch/alipour/replica2/src/8/15/half_swarm,half_swarm,28598,0,3,804,2478
/scratch/alipour/replica2/src/8/16/no_swarm,no_swarm,31078,79,22,715,2478
/scratch/alipour/replica2/src/8/16/half_swarm,half_swarm,31078,12,22,811,2478
/scratch/alipour/replica2/src/8/17/half_swarm,half_swarm,7434,8,20,590,2478
/scratch/alipour/replica2/src/8/18/no_swarm,no_swarm,20178,159,71,654,2478
/scratch/alipour/replica2/src/8/18/half_swarm,half_swarm,20178,53,71,808,2478
/scratch/alipour/replica2/src/8/19/no_swarm,no_swarm,32039,25,5,804,2478
/scratch/alipour/replica2/src/8/19/half_swarm,half_swarm,32039,0,5,814,2478
/scratch/alipour/replica2/src/8/20/no_swarm,no_swarm,9994,91,8,808,2478
/scratch/alipour/replica2/src/8/20/half_swarm,half_swarm,9994,7,8,795,2478
/scratch/alipour/replica2/src/8/21/no_swarm,no_swarm,7727,6,10,536,2478
/scratch/alipour/replica2/src/8/21/half_swarm,half_swarm,7727,5,10,813,2478
/scratch/alipour/replica2/src/8/22/no_swarm,no_swarm,18213,85,8,816,2478
/scratch/alipour/replica2/src/8/22/half_swarm,half_swarm,18213,12,8,809,2478
/scratch/alipour/replica2/src/8/23/half_swarm,half_swarm,30403,1,5,782,2478
/scratch/alipour/replica2/src/8/24/no_swarm,no_swarm,24572,4,3,737,2478
/scratch/alipour/replica2/src/8/24/half_swarm,half_swarm,24572,2,3,805,2478
/scratch/alipour/replica2/src/8/25/no_swarm,no_swarm,28974,89,10,810,2478
/scratch/alipour/replica2/src/8/25/half_swarm,half_swarm,28974,5,10,793,2478
/scratch/alipour/replica2/src/8/26/half_swarm,half_swarm,30485,2,5,504,2478
/scratch/alipour/replica2/src/8/27/no_swarm,no_swarm,24646,122,10,1016,2478
/scratch/alipour/replica2/src/8/27/half_swarm,half_swarm,24646,7,10,1016,2478
/scratch/alipour/replica2/src/8/28/half_swarm,half_swarm,7876,25,45,1018,2478
/scratch/alipour/replica2/src/8/29/half_swarm,half_swarm,21202,12,14,1018,2478
/scratch/alipour/replica2/src/8/30/no_swarm,no_swarm,12659,471,29,471,2478
/scratch/alipour/replica2/src/8/30/half_swarm,half_swarm,12659,31,29,965,2478
/scratch/alipour/replica2/src/8/31/no_swarm,no_swarm,7203,10,11,1004,2478
/scratch/alipour/replica2/src/8/31/half_swarm,half_swarm,7203,4,11,991,2478
/scratch/alipour/replica2/src/8/32/half_swarm,half_swarm,28608,8,15,1004,2478
/scratch/alipour/replica2/src/8/33/no_swarm,no_swarm,7168,30,68,888,2478
/scratch/alipour/replica2/src/8/33/half_swarm,half_swarm,7168,29,68,1018,2478
/scratch/alipour/replica2/src/8/34/half_swarm,half_swarm,15030,9,28,791,2478
/scratch/alipour/replica2/src/8/35/no_swarm,no_swarm,7245,1,11,679,2478
/scratch/alipour/replica2/src/8/35/half_swarm,half_swarm,7245,4,11,796,2478
/scratch/alipour/replica2/src/8/36/half_swarm,half_swarm,17580,0,6,798,2478
/scratch/alipour/replica2/src/8/37/no_swarm,no_swarm,7040,55,57,809,2478
/scratch/alipour/replica2/src/8/37/half_swarm,half_swarm,7040,32,57,810,2478
/scratch/alipour/replica3/src/11/0/no_swarm,no_swarm,20421,16,12,753,2621
/scratch/alipour/replica3/src/11/0/half_swarm,half_swarm,20421,3,12,755,2621
/scratch/alipour/replica3/src/11/1/no_swarm,no_swarm,10160,379,33,743,2621
/scratch/alipour/replica3/src/11/1/half_swarm,half_swarm,10160,43,33,736,2621
/scratch/alipour/replica3/src/11/2/no_swarm,no_swarm,18973,51,50,629,2621
/scratch/alipour/replica3/src/11/2/half_swarm,half_swarm,18973,13,50,750,2621
/scratch/alipour/replica3/src/11/3/half_swarm,half_swarm,21287,5,11,737,2621
/scratch/alipour/replica3/src/11/4/no_swarm,no_swarm,4190,127,79,729,2621
/scratch/alipour/replica3/src/11/4/half_swarm,half_swarm,4190,32,79,746,2621
/scratch/alipour/replica3/src/11/5/no_swarm,no_swarm,1757,666,34,671,2621
/scratch/alipour/replica3/src/11/5/half_swarm,half_swarm,1757,32,34,723,2621
/scratch/alipour/replica3/src/11/6/no_swarm,no_swarm,28592,17,25,751,2621
/scratch/alipour/replica3/src/11/6/half_swarm,half_swarm,28592,4,25,845,2621
/scratch/alipour/replica3/src/11/7/no_swarm,no_swarm,18161,57,5,756,2621
/scratch/alipour/replica3/src/11/7/half_swarm,half_swarm,18161,4,5,727,2621
/scratch/alipour/replica3/src/11/8/half_swarm,half_swarm,7907,2,13,717,2621
/scratch/alipour/replica3/src/11/9/no_swarm,no_swarm,9477,128,8,426,2621
/scratch/alipour/replica3/src/11/9/half_swarm,half_swarm,9477,9,8,700,2621
/scratch/alipour/replica3/src/11/10/no_swarm,no_swarm,18361,106,11,811,2621
/scratch/alipour/replica3/src/11/10/half_swarm,half_swarm,18361,10,11,755,2621
/scratch/alipour/replica3/src/11/11/no_swarm,no_swarm,6996,92,89,730,2621
/scratch/alipour/replica3/src/11/11/half_swarm,half_swarm,6996,23,89,752,2621
/scratch/alipour/replica3/src/11/12/half_swarm,half_swarm,3252,2,6,660,2621
/scratch/alipour/replica3/src/11/13/no_swarm,no_swarm,20737,6,7,679,2621
/scratch/alipour/replica3/src/11/13/half_swarm,half_swarm,20737,3,7,614,2621
/scratch/alipour/replica3/src/11/14/no_swarm,no_swarm,7107,65,89,472,2621
/scratch/alipour/replica3/src/11/14/half_swarm,half_swarm,7107,14,89,520,2621
/scratch/alipour/replica3/src/11/15/half_swarm,half_swarm,18996,0,5,506,2621
/scratch/alipour/replica3/src/11/16/half_swarm,half_swarm,18303,2,3,500,2621
/scratch/alipour/replica3/src/11/17/half_swarm,half_swarm,14661,3,3,536,2621
/scratch/alipour/replica3/src/11/18/no_swarm,no_swarm,24631,33,11,294,2621
/scratch/alipour/replica3/src/11/18/half_swarm,half_swarm,24631,3,11,496,2621
/scratch/alipour/replica3/src/11/19/half_swarm,half_swarm,29833,5,23,504,2621
/scratch/alipour/replica3/src/11/20/no_swarm,no_swarm,32418,51,58,523,2621
/scratch/alipour/replica3/src/11/20/half_swarm,half_swarm,32418,18,58,509,2621
/scratch/alipour/replica3/src/11/21/no_swarm,no_swarm,12654,468,34,469,2621
/scratch/alipour/replica3/src/11/21/half_swarm,half_swarm,12654,35,34,516,2621
/scratch/alipour/replica3/src/11/22/half_swarm,half_swarm,20615,1,7,517,2621
/scratch/alipour/replica3/src/11/23/no_swarm,no_swarm,7152,52,89,512,2621
/scratch/alipour/replica3/src/11/23/half_swarm,half_swarm,7152,15,89,528,2621
/scratch/alipour/replica3/src/11/24/no_swarm,no_swarm,21239,49,49,499,2621
/scratch/alipour/replica3/src/11/24/half_swarm,half_swarm,21239,15,49,479,2621
/scratch/alipour/replica3/src/11/25/half_swarm,half_swarm,6989,7,34,543,2621
/scratch/alipour/replica3/src/11/26/no_swarm,no_swarm,22357,16,4,526,2621
/scratch/alipour/replica3/src/11/26/half_swarm,half_swarm,22357,2,4,515,2621
/scratch/alipour/replica3/src/11/27/half_swarm,half_swarm,14814,0,5,524,2621
/scratch/alipour/replica3/src/11/28/half_swarm,half_swarm,31104,6,17,556,2621
/scratch/alipour/replica3/src/11/29/no_swarm,no_swarm,15413,147,19,458,2621
/scratch/alipour/replica3/src/11/29/half_swarm,half_swarm,15413,9,19,540,2621
/scratch/alipour/replica3/src/11/30/no_swarm,no_swarm,6940,78,89,509,2621
/scratch/alipour/replica3/src/11/30/half_swarm,half_swarm,6940,20,89,520,2621
/scratch/alipour/replica3/src/11/31/half_swarm,half_swarm,18995,0,5,512,2621
/scratch/alipour/replica3/src/11/32/no_swarm,no_swarm,24632,36,11,282,2621
/scratch/alipour/replica3/src/11/32/half_swarm,half_swarm,24632,0,11,522,2621
/scratch/alipour/replica3/src/11/33/half_swarm,half_swarm,30953,0,3,549,2621
/scratch/alipour/replica3/src/11/34/no_swarm,no_swarm,7429,40,63,505,2621
/scratch/alipour/replica3/src/11/34/half_swarm,half_swarm,7429,14,63,506,2621
/scratch/alipour/replica3/src/11/35/half_swarm,half_swarm,30486,1,3,552,2621
/scratch/alipour/replica3/src/11/36/half_swarm,half_swarm,18658,7,3,555,2621
/scratch/alipour/replica3/src/11/37/no_swarm,no_swarm,7095,42,63,514,2621
/scratch/alipour/replica3/src/11/37/half_swarm,half_swarm,7095,18,63,485,2621
/scratch/alipour/replica3/src/11/38/half_swarm,half_swarm,7926,1,13,505,2621
/scratch/alipour/replica3/src/11/39/half_swarm,half_swarm,15979,2,6,509,2621
/scratch/alipour/replica3/src/11/40/half_swarm,half_swarm,28856,5,17,538,2621
/scratch/alipour/replica3/src/11/41/no_swarm,no_swarm,25312,31,67,499,2621
/scratch/alipour/replica3/src/11/41/half_swarm,half_swarm,25312,23,67,523,2621
/scratch/alipour/replica3/src/11/42/half_swarm,half_swarm,18644,10,27,528,2621
/scratch/alipour/replica3/src/11/43/no_swarm,no_swarm,28741,47,13,395,2621
/scratch/alipour/replica3/src/11/43/half_swarm,half_swarm,28741,10,13,515,2621
/scratch/alipour/replica3/src/11/44/no_swarm,no_swarm,29578,40,13,367,2621
/scratch/alipour/replica3/src/11/44/half_swarm,half_swarm,29578,10,13,516,2621
/scratch/alipour/replica3/src/11/45/no_swarm,no_swarm,20578,0,9,445,2621
/scratch/alipour/replica3/src/11/45/half_swarm,half_swarm,20578,3,9,524,2621
/scratch/alipour/replica3/src/11/46/no_swarm,no_swarm,20756,0,17,423,2621
/scratch/alipour/replica3/src/11/46/half_swarm,half_swarm,20756,5,17,537,2621
/scratch/alipour/replica3/src/11/47/no_swarm,no_swarm,7670,80,76,459,2621
/scratch/alipour/replica3/src/11/47/half_swarm,half_swarm,7670,21,76,540,2621
/scratch/alipour/replica3/src/11/48/half_swarm,half_swarm,27203,2,4,532,2621
/scratch/alipour/replica3/src/11/49/half_swarm,half_swarm,7631,12,51,532,2621
/scratch/alipour/replica3/src/12/0/no_swarm,no_swarm,15655,0,4,476,1630
/scratch/alipour/replica3/src/12/0/half_swarm,half_swarm,15655,1,4,503,1630
/scratch/alipour/replica3/src/12/1/no_swarm,no_swarm,10421,7,11,354,1630
/scratch/alipour/replica3/src/12/1/half_swarm,half_swarm,10421,7,11,518,1630
/scratch/alipour/replica3/src/12/2/no_swarm,no_swarm,20990,3,11,547,1630
/scratch/alipour/replica3/src/12/2/half_swarm,half_swarm,20990,4,11,533,1630
/scratch/alipour/replica3/src/12/3/no_swarm,no_swarm,17374,44,22,444,1630
/scratch/alipour/replica3/src/12/3/half_swarm,half_swarm,17374,6,22,497,1630
/scratch/alipour/replica3/src/12/4/half_swarm,half_swarm,9222,0,2,523,1630
/scratch/alipour/replica3/src/12/5/no_swarm,no_swarm,19194,43,8,366,1630
/scratch/alipour/replica3/src/12/5/half_swarm,half_swarm,19194,8,8,531,1630
/scratch/alipour/replica3/src/12/6/no_swarm,no_swarm,28669,12,15,330,1630
/scratch/alipour/replica3/src/12/6/half_swarm,half_swarm,28669,5,15,519,1630
/scratch/alipour/replica3/src/12/7/no_swarm,no_swarm,8115,7,8,310,1630
/scratch/alipour/replica3/src/12/7/half_swarm,half_swarm,8115,3,8,543,1630
/scratch/alipour/replica3/src/12/8/half_swarm,half_swarm,1700,26,51,548,1630
/scratch/alipour/replica3/src/12/9/half_swarm,half_swarm,20714,16,25,547,1630
/scratch/alipour/replica3/src/12/10/no_swarm,no_swarm,2260,495,24,503,1630
/scratch/alipour/replica3/src/12/10/half_swarm,half_swarm,2260,27,24,505,1630
/scratch/alipour/replica3/src/12/11/no_swarm,no_swarm,7660,12,12,495,1630
/scratch/alipour/replica3/src/12/11/half_swarm,half_swarm,7660,5,12,507,1630
/scratch/alipour/replica3/src/12/12/no_swarm,no_swarm,32393,13,12,442,1630
/scratch/alipour/replica3/src/12/12/half_swarm,half_swarm,32393,6,12,501,1630
/scratch/alipour/replica3/src/12/13/no_swarm,no_swarm,28562,60,27,540,1630
/scratch/alipour/replica3/src/12/13/half_swarm,half_swarm,28562,18,27,955,1630
/scratch/alipour/replica3/src/12/14/no_swarm,no_swarm,18386,0,4,585,1630
/scratch/alipour/replica3/src/12/14/half_swarm,half_swarm,18386,4,4,735,1630
/scratch/alipour/replica3/src/12/15/half_swarm,half_swarm,22011,4,11,743,1630
/scratch/alipour/replica3/src/12/16/no_swarm,no_swarm,7066,128,45,752,1630
/scratch/alipour/replica3/src/12/16/half_swarm,half_swarm,7066,21,45,764,1630
/scratch/alipour/replica3/src/12/17/no_swarm,no_swarm,22041,15,5,743,1630
/scratch/alipour/replica3/src/12/17/half_swarm,half_swarm,22041,0,5,750,1630
/scratch/alipour/replica3/src/12/18/no_swarm,no_swarm,4178,156,43,759,1630
/scratch/alipour/replica3/src/12/18/half_swarm,half_swarm,4178,27,43,768,1630
/scratch/alipour/replica3/src/12/19/half_swarm,half_swarm,21995,4,3,748,1630
/scratch/alipour/replica3/src/12/20/no_swarm,no_swarm,24947,15,27,754,1630
/scratch/alipour/replica3/src/12/20/half_swarm,half_swarm,24947,4,27,694,1630
/scratch/alipour/replica3/src/12/21/no_swarm,no_swarm,21227,147,27,752,1630
/scratch/alipour/replica3/src/12/21/half_swarm,half_swarm,21227,15,27,750,1630
/scratch/alipour/replica3/src/12/22/no_swarm,no_swarm,10067,106,26,760,1630
/scratch/alipour/replica3/src/12/22/half_swarm,half_swarm,10067,14,26,718,1630
/scratch/alipour/replica3/src/12/23/half_swarm,half_swarm,29211,36,51,716,1630
/scratch/alipour/replica3/src/12/24/no_swarm,no_swarm,18852,305,8,677,1630
/scratch/alipour/replica3/src/12/24/half_swarm,half_swarm,18852,11,8,759,1630
/scratch/alipour/replica3/src/12/25/no_swarm,no_swarm,24584,37,10,382,1630
/scratch/alipour/replica3/src/12/25/half_swarm,half_swarm,24584,6,10,754,1630
/scratch/alipour/replica3/src/12/26/no_swarm,no_swarm,7947,51,10,729,1630
/scratch/alipour/replica3/src/12/26/half_swarm,half_swarm,7947,3,10,749,1630
/scratch/alipour/replica3/src/12/27/no_swarm,no_swarm,8122,8,8,452,1630
/scratch/alipour/replica3/src/12/27/half_swarm,half_swarm,8122,5,8,734,1630
/scratch/alipour/replica3/src/12/28/no_swarm,no_swarm,7702,76,24,701,1630
/scratch/alipour/replica3/src/12/28/half_swarm,half_swarm,7702,10,24,756,1630
/scratch/alipour/replica3/src/12/29/no_swarm,no_swarm,9873,0,2,625,1630
/scratch/alipour/replica3/src/12/29/half_swarm,half_swarm,9873,0,2,742,1630
/scratch/alipour/replica3/src/12/30/half_swarm,half_swarm,28901,36,51,753,1630
/scratch/alipour/replica3/src/12/31/half_swarm,half_swarm,12207,2,2,612,1630
/scratch/alipour/replica3/src/12/32/no_swarm,no_swarm,3315,19,3,629,1630
/scratch/alipour/replica3/src/12/32/half_swarm,half_swarm,3315,0,3,766,1630
/scratch/alipour/replica3/src/12/33/no_swarm,no_swarm,7451,21,20,735,1630
/scratch/alipour/replica3/src/12/33/half_swarm,half_swarm,7451,13,20,750,1630
/scratch/alipour/replica3/src/12/34/half_swarm,half_swarm,21461,5,8,893,1630
/scratch/alipour/replica3/src/12/35/no_swarm,no_swarm,7903,110,24,979,1630
/scratch/alipour/replica3/src/12/35/half_swarm,half_swarm,7903,24,24,979,1630
/scratch/alipour/replica3/src/12/36/no_swarm,no_swarm,9998,91,5,967,1630
/scratch/alipour/replica3/src/12/36/half_swarm,half_swarm,9998,5,5,844,1630
/scratch/alipour/replica3/src/12/37/half_swarm,half_swarm,9744,8,9,685,1630
/scratch/alipour/replica3/src/12/38/no_swarm,no_swarm,18772,193,9,665,1630
/scratch/alipour/replica3/src/12/38/half_swarm,half_swarm,18772,6,9,784,1630
/scratch/alipour/replica3/src/12/39/no_swarm,no_swarm,8113,12,8,465,1630
/scratch/alipour/replica3/src/12/39/half_swarm,half_swarm,8113,3,8,782,1630
/scratch/alipour/replica3/src/12/40/half_swarm,half_swarm,30474,2,3,785,1630
/scratch/alipour/replica3/src/12/41/no_swarm,no_swarm,6927,172,48,763,1630
/scratch/alipour/replica3/src/12/41/half_swarm,half_swarm,6927,27,48,787,1630
/scratch/alipour/replica3/src/12/42/no_swarm,no_swarm,7998,7,16,671,1630
/scratch/alipour/replica3/src/12/42/half_swarm,half_swarm,7998,11,16,771,1630
/scratch/alipour/replica3/src/12/43/half_swarm,half_swarm,29030,36,51,757,1630
/scratch/alipour/replica3/src/12/44/no_swarm,no_swarm,21325,25,6,780,1630
/scratch/alipour/replica3/src/12/44/half_swarm,half_swarm,21325,4,6,781,1630
/scratch/alipour/replica3/src/12/45/half_swarm,half_swarm,28960,34,51,750,1630
/scratch/alipour/replica3/src/12/46/no_swarm,no_swarm,7931,83,24,753,1630
/scratch/alipour/replica3/src/12/46/half_swarm,half_swarm,7931,17,24,653,1630
/scratch/alipour/replica3/src/12/47/no_swarm,no_swarm,18780,193,9,675,1630
/scratch/alipour/replica3/src/12/47/half_swarm,half_swarm,18780,13,9,779,1630
/scratch/alipour/replica3/src/12/48/no_swarm,no_swarm,7059,136,45,783,1630
/scratch/alipour/replica3/src/12/48/half_swarm,half_swarm,7059,30,45,783,1630
/scratch/alipour/replica3/src/12/49/half_swarm,half_swarm,28660,6,23,785,1630
/scratch/alipour/replica3/src/13/0/no_swarm,no_swarm,1892,30,3,617,2406
/scratch/alipour/replica3/src/13/0/half_swarm,half_swarm,1892,0,3,775,2406
/scratch/alipour/replica3/src/13/1/no_swarm,no_swarm,15946,22,4,668,2406
/scratch/alipour/replica3/src/13/1/half_swarm,half_swarm,15946,0,4,738,2406
/scratch/alipour/replica3/src/13/2/half_swarm,half_swarm,16249,7,10,684,2406
/scratch/alipour/replica3/src/13/3/no_swarm,no_swarm,18780,181,12,550,2406
/scratch/alipour/replica3/src/13/3/half_swarm,half_swarm,18780,3,12,781,2406
/scratch/alipour/replica3/src/13/4/no_swarm,no_swarm,19024,176,15,596,2406
/scratch/alipour/replica3/src/13/4/half_swarm,half_swarm,19024,14,15,784,2406
/scratch/alipour/replica3/src/13/5/no_swarm,no_swarm,18918,11,21,604,2406
/scratch/alipour/replica3/src/13/5/half_swarm,half_swarm,18918,6,21,780,2406
/scratch/alipour/replica3/src/13/6/half_swarm,half_swarm,10251,2,6,789,2406
/scratch/alipour/replica3/src/13/7/half_swarm,half_swarm,11436,0,3,763,2406
/scratch/alipour/replica3/src/13/8/no_swarm,no_swarm,15871,76,15,633,2406
/scratch/alipour/replica3/src/13/8/half_swarm,half_swarm,15871,8,15,774,2406
/scratch/alipour/replica3/src/13/9/no_swarm,no_swarm,8079,36,52,535,2406
/scratch/alipour/replica3/src/13/9/half_swarm,half_swarm,8079,20,52,770,2406
/scratch/alipour/replica3/src/13/10/no_swarm,no_swarm,21270,12,28,772,2406
/scratch/alipour/replica3/src/13/10/half_swarm,half_swarm,21270,7,28,786,2406
/scratch/alipour/replica3/src/13/11/no_swarm,no_swarm,18554,48,6,781,2406
/scratch/alipour/replica3/src/13/11/half_swarm,half_swarm,18554,5,6,775,2406
/scratch/alipour/replica3/src/13/12/half_swarm,half_swarm,28562,12,36,774,2406
/scratch/alipour/replica3/src/13/13/no_swarm,no_swarm,3249,31,4,717,2406
/scratch/alipour/replica3/src/13/13/half_swarm,half_swarm,3249,1,4,783,2406
/scratch/alipour/replica3/src/13/14/no_swarm,no_swarm,18215,71,12,772,2406
