directory,target,hitrate,randomhitrate,swarmrate,mode
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/9/roundroubin.4.1/noswarm,181204,0.756756756757,0.514285714286,0.143061516452,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.0.1/halfswarm,72032,0.233333333333,0.114285714286,0.165137614679,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.0.1/nosup,72032,0.263157894737,0.114285714286,0.165137614679,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.0.1/noswarm,72032,0.258620689655,0.114285714286,0.165137614679,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.1.1/halfswarm,30061,0.545454545455,0.771428571429,0.154434250765,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.1.1/nosup,30061,0.833333333333,0.771428571429,0.154434250765,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.1.1/noswarm,30061,0.225,0.771428571429,0.154434250765,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.2.1/halfswarm,87378,0.373134328358,0.514285714286,0.235474006116,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.2.1/nosup,87378,0.625,0.514285714286,0.235474006116,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.2.1/noswarm,87378,0.346666666667,0.514285714286,0.235474006116,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.3.1/halfswarm,181969,0.705882352941,0.771428571429,0.22629969419,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.3.1/nosup,181969,0.75,0.771428571429,0.22629969419,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.3.1/noswarm,181969,0.632352941176,0.771428571429,0.22629969419,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.4.1/halfswarm,42531,0.380952380952,0.0571428571429,0.15749235474,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.4.1/nosup,42531,0.30303030303,0.0571428571429,0.15749235474,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/11/roundroubin.4.1/noswarm,42531,0.462962962963,0.0571428571429,0.15749235474,No-Swarm
